year,week,states,suspected,confirmed,probable,hcw,deaths
24,10,Enugu,15.0,,,,
24,10,FCT,3.0,,,,
24,10,Gombe,4.0,,,,
24,10,Imo,1.0,,,,
24,10,Jigawa,4.0,,,,
24,10,Kaduna,16.0,1.0,,,1.0
24,10,Kano,3.0,,,,
24,10,Kogi,5.0,,,,
24,10,Lagos,5.0,,,,
24,10,Nasarawa,2.0,,,,
24,10,Niger,2.0,,,,
24,10,Ogun,3.0,,,,
24,10,Ondo,118.0,16.0,,,1.0
24,10,Osun,1.0,,,,
24,10,Oyo,1.0,,,,
24,10,Plateau,3.0,,,,
24,10,Taraba,24.0,8.0,,1.0,1.0
24,10,Total,490.0,50.0,0.0,5.0,10.0
24,10,Yobe,2.0,,,,
24,9,Abia,1.0,,,,
24,9,Adamawa,5.0,1.0,,,
24,9,Akwa Ibom,1.0,,,,
24,9,Anambra,1.0,1.0,,,1.0
24,9,Bauchi,56.0,17.0,,,4.0
24,9,Bayelsa,1.0,,,,
24,9,Benue,156.0,10.0,,2.0,2.0
24,9,Borno,1.0,,,,
24,9,Cross River,5.0,,,,
24,9,Delta,8.0,2.0,,,
24,9,Ebonyi,25.0,8.0,,1.0,3.0
24,9,Edo,122.0,16.0,,1.0,3.0
24,9,Ekiti,1.0,,,,
24,9,Enugu,33.0,3.0,,,1.0
24,9,FCT,13.0,,,,
24,9,Gombe,4.0,,,,
24,9,Imo,3.0,,,,
24,9,Jigawa,12.0,2.0,,,1.0
24,9,Kaduna,55.0,7.0,,,1.0
24,9,Kano,12.0,,,,
24,9,Katsina,11.0,,,,
24,9,Kogi,24.0,8.0,,1.0,
24,9,Kwara,2.0,,,,
24,9,Lagos,5.0,,,,
24,9,Nasarawa,19.0,,,,
24,9,Niger,2.0,,,,
24,9,Ogun,3.0,1.0,,1.0,1.0
24,9,Ondo,75.0,25.0,,2.0,1.0
24,9,Oyo,2.0,1.0,,,1.0
24,9,Plateau,6.0,,,,
24,9,Rivers,9.0,1.0,,,1.0
24,9,Taraba,20.0,6.0,,,
24,9,Total,694.0,109.0,0.0,8.0,20.0
24,9,Yobe,1.0,,,,
24,8,Abia,2.0,,,,
24,8,Adamawa,1.0,,,,
24,8,Anambra,2.0,,,,
24,8,Bauchi,55.0,10.0,,,3.0
24,8,Bayelsa,2.0,,,,
24,8,Benue,97.0,4.0,2.0,,2.0
24,8,Borno,1.0,,,,
24,8,Cross River,4.0,,,,
24,8,Delta,4.0,,,,
24,8,Ebonyi,29.0,3.0,,1.0,1.0
24,8,Edo,131.0,29.0,,,4.0
24,8,Enugu,2.0,1.0,,,
24,8,FCT,6.0,,,,
24,8,Gombe,3.0,1.0,,,
24,8,Imo,3.0,,,,
24,8,Kaduna,13.0,6.0,1.0,3.0,5.0
24,8,Kano,20.0,,,,
24,8,Katsina,5.0,,,,
24,8,Kogi,11.0,3.0,,,
24,8,Lagos,7.0,,,,
24,8,Nasarawa,3.0,2.0,,1.0,1.0
24,8,Niger,1.0,,,,
24,8,Ogun,1.0,,,,
24,8,Ondo,133.0,21.0,,,2.0
24,8,Oyo,3.0,,,,
24,8,Plateau,1.0,,,,
24,8,Rivers,19.0,1.0,,,1.0
24,8,Taraba,23.0,15.0,,1.0,4.0
24,8,Total,585.0,96.0,3.0,6.0,23.0
24,8,Yobe,3.0,,,,
24,7,Bauchi,43.0,3.0,,,
24,7,Benue,131.0,,,,
24,7,Cross River,6.0,3.0,,,
24,7,Delta,5.0,1.0,,,1.0
24,7,Ebonyi,13.0,5.0,,1.0,5.0
24,7,Edo,126.0,22.0,,,1.0
24,7,Enugu,3.0,2.0,,,
24,7,FCT,1.0,,,,
24,7,Gombe,3.0,,,,
24,7,Imo,11.0,2.0,,,1.0
24,7,Jigawa,1.0,,,,
24,7,Kaduna,1.0,,,,
24,7,Kano,2.0,1.0,,,
24,7,Kogi,19.0,7.0,,,
24,7,Lagos,3.0,,,,
24,7,Nasarawa,2.0,,,,
24,7,Niger,1.0,1.0,,,1.0
24,7,Ogun,1.0,,,,
24,7,Ondo,109.0,15.0,,,3.0
24,7,Plateau,18.0,,,,
24,7,Taraba,7.0,3.0,,,
24,7,Total,507.0,66.0,1.0,0.0,13.0
24,7,Yobe,1.0,1.0,,,1.0
24,6,Abia,2.0,,,,
24,6,Bauchi,35.0,5.0,,,
24,6,Bayelsa,4.0,,,,
24,6,Benue,89.0,8.0,,2.0,1.0
24,6,Cross River,4.0,1.0,,,
24,6,Delta,4.0,,,,
24,6,Ebonyi,19.0,6.0,,,4.0
24,6,Edo,128.0,25.0,,,2.0
24,6,Enugu,3.0,,,,
24,6,Gombe,1.0,,,,
24,6,Kogi,13.0,4.0,,,
24,6,Kwara,1.0,,,,
24,6,Lagos,2.0,1.0,,,
24,6,Nasarawa,4.0,1.0,,,
24,6,Ogun,1.0,,,,
24,6,Ondo,91.0,17.0,,,
24,6,Osun,1.0,,,,
24,6,Oyo,3.0,,,,
24,6,Plateau,9.0,4.0,,,
24,6,Rivers,25.0,1.0,,,
24,6,Taraba,14.0,10.0,,,2.0
24,6,Total,453.0,83.0,0.0,2.0,9.0
24,5,Abia,1.0,,,,
24,5,Bauchi,36.0,5.0,,,1.0
24,5,Bayelsa,4.0,2.0,,,1.0
24,5,Benue,124.0,12.0,,2.0,1.0
24,5,Borno,2.0,,,,
24,5,Cross River,6.0,,,,
24,5,Delta,1.0,,,,
24,5,Ebonyi,27.0,9.0,,,3.0
24,5,Edo,86.0,12.0,,,2.0
24,5,Enugu,2.0,1.0,,,
24,5,FCT,5.0,,,,
24,5,Gombe,3.0,,,,
24,5,Jigawa,1.0,,,,
24,5,Kano,1.0,,,,
24,5,Katsina,1.0,,,,
24,5,Kogi,7.0,,,,
24,5,Kwara,1.0,,,,
24,5,Nasarawa,1.0,,,,
24,5,Niger,1.0,1.0,,,1.0
24,5,Ondo,93.0,15.0,,,
24,5,Osun,1.0,,,,
24,5,Oyo,2.0,,,,
24,5,Rivers,2.0,2.0,,,1.0
24,5,Taraba,18.0,11.0,,,5.0
24,5,Total,429.0,70.0,0.0,2.0,15.0
24,5,Yobe,3.0,,,,
24,4,Adamawa,1.0,1.0,,,
24,4,Anambra,2.0,,,,
24,4,Bauchi,69.0,15.0,,,1.0
24,4,Benue,68.0,1.0,,,
24,4,Borno,1.0,,,,
24,4,Cross River,1.0,,,,
24,4,Delta,3.0,,,,
24,4,Ebonyi,15.0,3.0,,1.0,1.0
24,4,Edo,84.0,8.0,,,1.0
24,4,FCT,2.0,,,,
24,4,Gombe,3.0,,,,
24,4,Imo,2.0,,,,
24,4,Kogi,6.0,3.0,,,
24,4,Lagos,1.0,,,,
24,4,Nasarawa,2.0,,,,
24,4,Ogun,6.0,,,,
24,4,Ondo,54.0,8.0,,,
24,4,Osun,1.0,,,,
24,4,Oyo,6.0,,,,
24,4,Plateau,8.0,1.0,,,
24,4,Taraba,10.0,7.0,,,2.0
24,4,Total,347.0,47.0,0.0,1.0,5.0
24,4,Yobe,2.0,,,,
24,3,Abia,1.0,,,,
24,3,Anambra,2.0,,,,
24,3,Bauchi,54.0,20.0,,,7.0
24,3,Benue,107.0,10.0,2.0,,2.0
24,3,Cross River,1.0,1.0,,,1.0
24,3,Delta,3.0,,,,
24,3,Ebonyi,9.0,1.0,,,
24,3,Edo,111.0,17.0,,,6.0
24,3,FCT,6.0,2.0,,,
24,3,Gombe,1.0,1.0,,,1.0
24,3,Imo,1.0,,,,
24,3,Kogi,1.0,1.0,1.0,,
24,3,Nasarawa,1.0,1.0,,,
24,3,Niger,1.0,1.0,,,
24,3,Ondo,87.0,13.0,,,2.0
24,3,Plateau,2.0,,,,
24,3,Taraba,18.0,9.0,,,2.0
24,3,Total,406.0,77.0,3.0,0.0,21.0
24,2,Anambra,2.0,1.0,,1.0,1.0
24,2,Bauchi,57.0,17.0,,1.0,7.0
24,2,Bayelsa,1.0,,,,
24,2,Benue,18.0,1.0,,,
24,2,Delta,6.0,,,,
24,2,Ebonyi,8.0,2.0,,,1.0
24,2,Edo,96.0,22.0,,,2.0
24,2,Gombe,1.0,1.0,,,
24,2,Imo,6.0,,,,
24,2,Kaduna,1.0,1.0,,,1.0
24,2,Kogi,1.0,1.0,,,1.0
24,2,Ondo,88.0,27.0,,,2.0
24,2,Rivers,1.0,,,,
24,2,Taraba,9.0,8.0,,,1.0
24,2,Total,296.0,81.0,0.0,2.0,16.0
24,2,Yobe,1.0,,,,
24,1,Adamawa,1.0,,,,
24,1,Bauchi,33.0,11.0,,1.0,1.0
24,1,Benue,19.0,6.0,,,1.0
24,1,Ebonyi,4.0,1.0,,,1.0
24,1,Edo,68.0,13.0,,,
24,1,Enugu,3.0,1.0,,,
24,1,FCT,1.0,,,,
24,1,Gombe,1.0,,,,
24,1,Imo,1.0,1.0,,1.0,1.0
24,1,Kogi,2.0,,,,
24,1,Nasarawa,2.0,,,,
24,1,Ondo,47.0,13.0,,,1.0
24,1,Plateau,2.0,1.0,,,
24,1,Taraba,6.0,6.0,,,1.0
24,1,Total,190.0,53.0,0.0,2.0,6.0
23,52,Abia,1.0,,,,
23,52,Bauchi,48.0,19.0,,1.0,2.0
23,52,Benue,5.0,1.0,,,1.0
23,52,Delta,2.0,1.0,,1.0,1.0
23,52,Ebonyi,4.0,1.0,,,1.0
23,52,Edo,61.0,10.0,,,3.0
23,52,Enugu,1.0,,,,
23,52,FCT,2.0,,,,
23,52,Gombe,1.0,1.0,,,1.0
23,52,Jigawa,1.0,,,,
23,52,Ondo,47.0,9.0,,,1.0
23,52,Plateau,3.0,1.0,,,1.0
23,52,Taraba,1.0,,,,
23,52,Total,177.0,43.0,0.0,2.0,11.0
23,51,Adamawa,2.0,,,,
23,51,Anambra,1.0,,,,
23,51,Bauchi,55.0,15.0,2.0,,3.0
23,51,Benue,3.0,,,,
23,51,Delta,3.0,,,,
23,51,Ebonyi,6.0,,,,
23,51,Edo,48.0,,,,
23,51,Ekiti,3.0,,,,
23,51,FCT,1.0,,,,
23,51,Gombe,1.0,,,,
23,51,Imo,1.0,,,,
23,51,Kaduna,2.0,,,,
23,51,Katsina,1.0,,,,
23,51,Lagos,1.0,,,,
23,51,Nasarawa,1.0,,,,
23,51,Ondo,36.0,5.0,,1.0,2.0
23,51,Oyo,2.0,,,,
23,51,Plateau,4.0,2.0,,1.0,
23,51,Taraba,7.0,4.0,,,1.0
23,51,Total,178.0,26.0,2.0,2.0,6.0
23,50,Bayelsa,1.0,,,,
23,50,Benue,1.0,1.0,,,1.0
23,50,Cross River,1.0,,,,
23,50,Delta,3.0,1.0,1.0,,1.0
23,50,Ebonyi,7.0,1.0,,,
23,50,Edo,44.0,2.0,,,1.0
23,50,Ekiti,1.0,,,,
23,50,Gombe,4.0,,,,
23,50,Lagos,1.0,,,,
23,50,Nasarawa,1.0,,,,
23,50,Ondo,24.0,3.0,,,1.0
23,50,Plateau,1.0,,,,
23,50,Taraba,4.0,2.0,,,
23,50,Total,93.0,10.0,1.0,0.0,4.0
23,49,Abia,1.0,,,,
23,49,Bauchi,39.0,9.0,,,3.0
23,49,Cross River,1.0,,,,
23,49,Delta,6.0,,,,
23,49,Ebonyi,3.0,,,,
23,49,Edo,40.0,3.0,,,1.0
23,49,Enugu,1.0,,,,
23,49,FCT,1.0,,,,
23,49,Gombe,5.0,,,,
23,49,Kebbi,1.0,,,,
23,49,Kogi,1.0,,,,
23,49,Kwara,2.0,,,,
23,49,Nasarawa,1.0,,,,
23,49,Ondo,53.0,8.0,,,1.0
23,49,Oyo,3.0,,,,
23,49,Plateau,3.0,1.0,,,
23,49,Taraba,4.0,,,,
23,49,Total,165.0,21.0,0.0,0.0,5.0
23,48,Abia,1.0,,,,
23,48,Adamawa,1.0,,,,
23,48,Anambra,1.0,,,,
23,48,Bauchi,19.0,10.0,,,3.0
23,48,Delta,7.0,,,,
23,48,Ebonyi,3.0,1.0,,,
23,48,Edo,44.0,1.0,,,1.0
23,48,Gombe,2.0,,,,
23,48,Jigawa,1.0,,,,
23,48,Kaduna,1.0,,,,
23,48,Kano,1.0,,,,
23,48,Lagos,1.0,,,,
23,48,Nasarawa,1.0,,,,
23,48,Ogun,1.0,,,,
23,48,Ondo,28.0,4.0,,1.0,
23,48,Oyo,2.0,,,,
23,48,Plateau,5.0,,,,
23,48,Total,119.0,16.0,0.0,1.0,4.0
23,47,Bauchi,8.0,3.0,,,3.0
23,47,Ebonyi,4.0,,,,
23,47,Edo,49.0,4.0,,,
23,47,FCT,4.0,,,,
23,47,Gombe,5.0,,,,
23,47,Kano,1.0,,,,
23,47,Katsina,1.0,,,,
23,47,Kwara,1.0,,,,
23,47,Nasarawa,3.0,,,,
23,47,Ogun,1.0,,,,
23,47,Ondo,42.0,3.0,,,
23,47,Taraba,3.0,1.0,,,
23,47,Total,122.0,11.0,0.0,0.0,3.0
23,46,Abia,1.0,,,,
23,46,Adamawa,1.0,,,,
23,46,Bauchi,25.0,10.0,,,
23,46,Borno,1.0,,,,
23,46,Ebonyi,2.0,,,,
23,46,Edo,45.0,3.0,,,2.0
23,46,Gombe,2.0,,,,
23,46,Imo,1.0,,,,
23,46,Kano,1.0,1.0,,,
23,46,Kogi,1.0,,,,
23,46,Ogun,2.0,,,,
23,46,Ondo,31.0,3.0,,,
23,46,Oyo,2.0,,,,
23,46,Plateau,1.0,,,,
23,46,Taraba,8.0,,,,
23,46,Total,125.0,17.0,0.0,0.0,2.0
23,46,Yobe,1.0,,,,
23,45,Anambra,1.0,,,,
23,45,Bauchi,9.0,4.0,,,
23,45,Cross River,1.0,,,,
23,45,Ebonyi,4.0,,,,
23,45,Edo,29.0,2.0,,,
23,45,Gombe,2.0,,,,
23,45,Kaduna,6.0,,,,
23,45,Kano,2.0,,,,
23,45,Ondo,34.0,4.0,,,2.0
23,45,Plateau,3.0,,,,
23,45,Taraba,3.0,2.0,,,2.0
23,45,Total,95.0,12.0,0.0,0.0,4.0
23,45,Zamfara,1.0,,,,
23,44,Bauchi,13.0,,,,
23,44,Benue,1.0,,,,
23,44,Delta,2.0,,,,
23,44,Ebonyi,2.0,,,,
23,44,Edo,53.0,2.0,,,
23,44,Ekiti,1.0,,,,
23,44,FCT,1.0,,,,
23,44,Kaduna,1.0,,,,
23,44,Kano,2.0,1.0,,,
23,44,Nasarawa,1.0,,,,
23,44,Ondo,37.0,5.0,,,
23,44,Oyo,2.0,,,,
23,44,Taraba,1.0,,,,
23,44,Total,117.0,8.0,0.0,0.0,0.0
23,43,Abia,1.0,,,,
23,43,Anambra,2.0,,,,
23,43,Benue,1.0,,,,
23,43,Ebonyi,4.0,,,,
23,43,Edo,50.0,,,,
23,43,Gombe,1.0,,,,
23,43,Imo,1.0,,,,
23,43,Kano,19.0,,,,
23,43,Kogi,3.0,,,,
23,43,Kwara,1.0,,,,
23,43,Nasarawa,4.0,,,,
23,43,Ogun,1.0,,,,
23,43,Ondo,31.0,3.0,,1.0,1.0
23,43,Plateau,3.0,,,,
23,43,Rivers,1.0,,,,
23,43,Taraba,1.0,,,,
23,43,Total,124.0,3.0,0.0,1.0,0.0
23,42,Adamawa,1.0,,,,
23,42,Anambra,2.0,,,,
23,42,Bauchi,5.0,1.0,,,
23,42,Benue,1.0,,,,
23,42,Delta,3.0,,,,
23,42,Ebonyi,5.0,,,,
23,42,Edo,48.0,3.0,,,
23,42,Ekiti,1.0,,,,
23,42,Enugu,1.0,,,,
23,42,FCT,2.0,,,,
23,42,Gombe,1.0,,,,
23,42,Kano,2.0,,,,
23,42,Lagos,2.0,,,,
23,42,Nasarawa,1.0,,,,
23,42,Ogun,1.0,,,,
23,42,Ondo,39.0,5.0,,,
23,42,Plateau,2.0,,,,
23,42,Rivers,1.0,,,,
23,42,Total,118.0,9.0,0.0,0.0,0.0
23,41,Bauchi,17.0,1.0,,,
23,41,Borno,1.0,,,,
23,41,Delta,1.0,,,,
23,41,Ebonyi,4.0,,,,
23,41,Edo,48.0,6.0,,,2.0
23,41,Enugu,1.0,,,,
23,41,Gombe,3.0,,,,
23,41,Jigawa,1.0,,,,
23,41,Nasarawa,2.0,,,,
23,41,Ondo,21.0,2.0,,1.0,1.0
23,41,Plateau,4.0,,,,
23,41,Total,103.0,9.0,0.0,1.0,3.0
23,40,Anambra,1.0,,,,
23,40,Bauchi,9.0,1.0,,,
23,40,Delta,2.0,,,,
23,40,Ebonyi,1.0,1.0,,,1.0
23,40,Edo,39.0,2.0,,,2.0
23,40,Gombe,1.0,,,,
23,40,Kogi,1.0,,,,
23,40,Nasarawa,2.0,1.0,,,
23,40,Ondo,7.0,,,,
23,40,Plateau,1.0,,,,
23,40,Rivers,2.0,,,,
23,40,Taraba,1.0,,,,
23,40,Total,67.0,5.0,0.0,0.0,3.0
23,39,Bauchi,4.0,,,,
23,39,Ebonyi,8.0,,,,
23,39,Edo,35.0,4.0,,,
23,39,Enugu,3.0,,,,
23,39,FCT,1.0,,,,
23,39,Nasarawa,1.0,,,,
23,39,Ondo,42.0,5.0,,,1.0
23,39,Plateau,2.0,,,,
23,39,Total,96.0,9.0,0.0,0.0,1.0
23,38,Bauchi,8.0,1.0,,,
23,38,Bayelsa,2.0,,,,
23,38,Benue,1.0,,,,
23,38,Borno,1.0,,,,
23,38,Ebonyi,5.0,,,,
23,38,Edo,34.0,,,,
23,38,Ekiti,1.0,,,,
23,38,Kwara,2.0,,,,
23,38,Lagos,6.0,,,,
23,38,Nasarawa,2.0,,,,
23,38,Ondo,37.0,3.0,,,
23,38,Oyo,4.0,,,,
23,38,Plateau,3.0,,,,
23,38,Taraba,1.0,,,,
23,38,Total,107.0,4.0,0.0,0.0,0.0
23,37,Bauchi,3.0,,,,
23,37,Benue,1.0,,,,
23,37,Cross River,1.0,,,,
23,37,Ebonyi,1.0,,,,
23,37,Edo,44.0,2.0,,,
23,37,Enugu,1.0,,,,
23,37,FCT,1.0,,,,
23,37,Kogi,1.0,,,,
23,37,Nasarawa,1.0,,,,
23,37,Ondo,24.0,2.0,,,
23,37,Taraba,1.0,,,,
23,37,Total,79.0,4.0,0.0,0.0,0.0
23,36,Bauchi,5.0,1.0,,,
23,36,Cross River,2.0,,,,
23,36,Ebonyi,3.0,,,,
23,36,Edo,41.0,2.0,,,
23,36,FCT,1.0,,,,
23,36,Gombe,1.0,,,,
23,36,Nasarawa,1.0,,,,
23,36,Ondo,29.0,2.0,,,
23,36,Plateau,2.0,,,,
23,36,Total,85.0,5.0,0.0,0.0,0.0
23,35,Abia,1.0,,,,
23,35,Bauchi,4.0,,,,
23,35,Benue,1.0,,,,
23,35,Delta,1.0,,,,
23,35,Ebonyi,1.0,,,,
23,35,Edo,49.0,1.0,,,
23,35,Enugu,1.0,,,,
23,35,FCT,1.0,,,,
23,35,Gombe,2.0,,,,
23,35,Kaduna,2.0,,,,
23,35,Kano,1.0,,,,
23,35,Kogi,1.0,,,,
23,35,Nasarawa,1.0,,,,
23,35,Ondo,42.0,5.0,,,
23,35,Rivers,1.0,,,,
23,35,Total,109.0,6.0,0.0,0.0,0.0
23,34,Abia,1.0,,,,
23,34,Bauchi,12.0,,,,
23,34,Benue,1.0,,,,
23,34,Cross River,1.0,,,,
23,34,Ebonyi,8.0,,,,
23,34,Edo,52.0,5.0,,,1.0
23,34,Enugu,1.0,,,,
23,34,Gombe,1.0,,,,
23,34,Kogi,1.0,,,,
23,34,Nasarawa,2.0,,,,
23,34,Ondo,42.0,6.0,,,
23,34,Plateau,2.0,,,,
23,34,Rivers,1.0,,,,
23,34,Total,125.0,11.0,0.0,0.0,1.0
23,33,Bauchi,13.0,4.0,,,1.0
23,33,Delta,1.0,,,,
23,33,Ebonyi,4.0,,,,
23,33,Edo,48.0,3.0,,,1.0
23,33,FCT,1.0,,,,
23,33,Gombe,3.0,,,,
23,33,Nasarawa,1.0,,,,
23,33,Ondo,11.0,2.0,,,
23,33,Total,82.0,9.0,0.0,0.0,2.0
23,32,Adamawa,1.0,,,,
23,32,Anambra,1.0,,,,
23,32,Benue,6.0,,,,
23,32,Ebonyi,2.0,,,,
23,32,Edo,19.0,1.0,,,
23,32,Ekiti,1.0,,,,
23,32,Enugu,1.0,,,,
23,32,FCT,1.0,,,,
23,32,Imo,1.0,,,,
23,32,Ondo,61.0,4.0,,,1.0
23,32,Total,94.0,5.0,0.0,0.0,1.0
23,31,Anambra,1.0,,,,
23,31,Bauchi,2.0,,,,
23,31,Benue,1.0,,,,
23,31,Ebonyi,4.0,,,,
23,31,Edo,18.0,,,,
23,31,Ekiti,4.0,,,,
23,31,Enugu,1.0,,,,
23,31,Gombe,1.0,,,,
23,31,Kaduna,1.0,,,,
23,31,Kwara,1.0,,,,
23,31,Lagos,1.0,,,,
23,31,Ondo,29.0,7.0,,,
23,31,Total,64.0,7.0,0.0,0.0,0.0
23,30,Bauchi,7.0,3.0,,,2.0
23,30,Benue,21.0,1.0,,,1.0
23,30,Cross River,1.0,,,,
23,30,Ebonyi,1.0,,,,
23,30,Edo,38.0,3.0,,,
23,30,FCT,1.0,,,,
23,30,Gombe,3.0,,,,
23,30,Kaduna,1.0,,,,
23,30,Katsina,3.0,,,,
23,30,Ondo,39.0,5.0,,1.0,3.0
23,30,Taraba,2.0,,,,
23,30,Total,117.0,12.0,0.0,1.0,6.0
23,29,Adamawa,4.0,,,,
23,29,Anambra,1.0,1.0,,,
23,29,Bauchi,6.0,,,,
23,29,Cross River,1.0,,,,
23,29,Ebonyi,7.0,,,,
23,29,Edo,42.0,3.0,,,
23,29,FCT,1.0,,,,
23,29,Gombe,4.0,,,,
23,29,Katsina,1.0,,,,
23,29,Kogi,1.0,,,,
23,29,Lagos,1.0,,,,
23,29,Ondo,39.0,5.0,,,
23,29,Plateau,5.0,,,,
23,29,Taraba,1.0,,,,
23,29,Total,114.0,9.0,0.0,0.0,0.0
23,28,Bauchi,5.0,1.0,,,
23,28,Benue,1.0,,,,
23,28,Ebonyi,12.0,1.0,,,1.0
23,28,Edo,42.0,3.0,,,
23,28,FCT,1.0,,,,
23,28,Gombe,1.0,1.0,,,
23,28,Kebbi,1.0,,,,
23,28,Kwara,2.0,,,,
23,28,Lagos,1.0,,,,
23,28,Ogun,2.0,,,,
23,28,Ondo,49.0,4.0,,,
23,28,Plateau,2.0,,,,
23,28,Total,119.0,10.0,0.0,0.0,1.0
23,27,Bauchi,7.0,,,,
23,27,Benue,1.0,1.0,,,
23,27,Delta,1.0,,,,
23,27,Ebonyi,4.0,1.0,,,1.0
23,27,Edo,40.0,1.0,,,
23,27,Kebbi,1.0,,,,
23,27,Ondo,54.0,3.0,,,
23,27,Total,108.0,6.0,0.0,0.0,1.0
23,26,Bauchi,12.0,,,,
23,26,Bayelsa,1.0,,,,
23,26,Ebonyi,1.0,,,,
23,26,Edo,43.0,,1.0,,
23,26,Nasarawa,2.0,,,,
23,26,Niger,1.0,,,,
23,26,Ogun,1.0,,,,
23,26,Ondo,31.0,9.0,,1.0,
23,26,Plateau,4.0,1.0,,,
23,26,Total,96.0,10.0,1.0,1.0,0.0
23,25,Adamawa,3.0,,,,
23,25,Bauchi,7.0,,,,
23,25,Benue,1.0,,,,
23,25,Borno,1.0,,,,
23,25,Delta,3.0,,,,
23,25,Ebonyi,7.0,,,,
23,25,Edo,42.0,3.0,,,
23,25,Enugu,2.0,,,,
23,25,Gombe,1.0,,,,
23,25,Kwara,1.0,,,,
23,25,Ogun,1.0,,,,
23,25,Ondo,74.0,7.0,,,3.0
23,25,Plateau,2.0,,,,
23,25,Rivers,1.0,,,,
23,25,Sokoto,1.0,,,,
23,25,Taraba,2.0,,,,
23,25,Total,149.0,10.0,0.0,0.0,3.0
23,24,Bauchi,8.0,1.0,,,1.0
23,24,Ebonyi,1.0,,,,
23,24,Edo,65.0,4.0,,,
23,24,Ekiti,1.0,,,,
23,24,Gombe,3.0,,,,
23,24,Nasarawa,1.0,,,,
23,24,Ondo,16.0,,,,
23,24,Oyo,1.0,,,,
23,24,Taraba,1.0,,,,
23,24,Total,97.0,5.0,0.0,0.0,1.0
23,23,Abia,1.0,,,,
23,23,Benue,3.0,,,,
23,23,Borno,1.0,,,,
23,23,Cross River,1.0,,,,
23,23,Delta,2.0,,,,
23,23,Ebonyi,6.0,,,,
23,23,Edo,60.0,1.0,,,
23,23,Lagos,1.0,,,,
23,23,Nasarawa,1.0,,,,
23,23,Plateau,5.0,,,,
23,23,Total,81.0,1.0,0.0,0.0,0.0
23,22,Anambra,1.0,,,,
23,22,Bauchi,5.0,4.0,,,
23,22,Delta,1.0,,,,
23,22,Ebonyi,3.0,,,,
23,22,Edo,51.0,2.0,,1.0,1.0
23,22,Nasarawa,1.0,,,,
23,22,Ondo,29.0,1.0,,,
23,22,Taraba,1.0,,,,
23,22,Total,92.0,7.0,0.0,1.0,1.0
23,21,Adamawa,1.0,,,,
23,21,Bauchi,6.0,,,,
23,21,Benue,3.0,,,,
23,21,Ebonyi,1.0,,,,
23,21,Edo,69.0,3.0,,,
23,21,Ekiti,1.0,,,,
23,21,Enugu,1.0,,,,
23,21,FCT,1.0,,,,
23,21,Gombe,1.0,,,,
23,21,Kaduna,1.0,,,,
23,21,Ogun,1.0,,,,
23,21,Ondo,50.0,3.0,,,1.0
23,21,Taraba,2.0,1.0,,,
23,21,Total,138.0,7.0,0.0,0.0,1.0
23,20,Adamawa,1.0,,,,
23,20,Akwa Ibom,1.0,,,,
23,20,Bauchi,6.0,1.0,,,1.0
23,20,Bayelsa,1.0,,,,
23,20,Benue,2.0,,,,
23,20,Cross River,1.0,,,,
23,20,Ebonyi,5.0,,,,
23,20,Edo,71.0,1.0,,,
23,20,FCT,1.0,,,,
23,20,Gombe,2.0,1.0,,,1.0
23,20,Jigawa,2.0,,,,
23,20,Nasarawa,1.0,,,,
23,20,Ogun,1.0,,,,
23,20,Ondo,95.0,3.0,,1.0,
23,20,Taraba,7.0,2.0,,,
23,20,Total,197.0,8.0,0.0,1.0,2.0
23,19,Bauchi,3.0,,,,
23,19,Benue,1.0,,,,
23,19,Cross River,1.0,,,,
23,19,Delta,2.0,,,,
23,19,Ebonyi,7.0,,,,
23,19,Edo,83.0,4.0,,,
23,19,Enugu,1.0,,,,
23,19,Gombe,1.0,,,,
23,19,Imo,1.0,,,,
23,19,Kaduna,1.0,,,,
23,19,Nasarawa,3.0,,,,
23,19,Ogun,2.0,,,,
23,19,Ondo,41.0,1.0,,,
23,19,Oyo,24.0,,,,
23,19,Plateau,1.0,,,,
23,19,Taraba,6.0,2.0,,,
23,19,Total,178.0,7.0,0.0,0.0,0.0
23,18,Bauchi,8.0,3.0,,,1.0
23,18,Delta,1.0,,,,
23,18,Ebonyi,,,1.0,,
23,18,Edo,62.0,1.0,,,1.0
23,18,Lagos,1.0,,,,
23,18,Nasarawa,1.0,,,,
23,18,Ondo,58.0,6.0,,,
23,18,Plateau,2.0,,,,
23,18,Taraba,1.0,,,,
23,18,Total,134.0,10.0,1.0,0.0,2.0
23,17,Bauchi,10.0,,,,
23,17,Ebonyi,7.0,,,,
23,17,Edo,71.0,8.0,,,1.0
23,17,Kaduna,9.0,,,,
23,17,Lagos,2.0,,,,
23,17,Nasarawa,1.0,,,,
23,17,Ogun,1.0,,,,
23,17,Ondo,58.0,6.0,,,1.0
23,17,Plateau,1.0,1.0,,,
23,17,Sokoto,6.0,1.0,,,
23,17,Taraba,6.0,4.0,,,
23,17,Total,176.0,21.0,0.0,0.0,2.0
23,17,Yobe,1.0,,,,
23,17,Zamfara,3.0,1.0,,,
23,16,Anambra,1.0,,,,
23,16,Bauchi,13.0,4.0,,,
23,16,Bayelsa,1.0,,,,
23,16,Benue,1.0,,,,
23,16,Cross River,2.0,,,,
23,16,Delta,3.0,,,,
23,16,Ebonyi,6.0,,,,
23,16,Edo,84.0,7.0,,,
23,16,Ekiti,2.0,,,,
